INSERT INTO MECZE VALUES ('1', '1', '12', '1', '5', to_date('22.6.2013', 'dd/mm/yyyy'), '1');
INSERT INTO MECZE VALUES ('465', '26', '17', '4', '5', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('466', '25', '18', '1', '3', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('467', '23', '19', '3', '3', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('468', '29', '20', '4', '1', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('469', '22', '21', '4', '0', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('470', '28', '24', '2', '2', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('471', '31', '27', '4', '4', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('472', '32', '30', '0', '3', to_date('8.12.2013', 'dd/mm/yyyy'), '29');
INSERT INTO MECZE VALUES ('473', '25', '17', '1', '5', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('474', '31', '18', '1', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('475', '26', '19', '1', '0', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('476', '21', '20', '2', '1', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('477', '29', '22', '1', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('478', '28', '23', '1', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('479', '32', '24', '3', '0', to_date('15.12.2013', 'dd/mm/yyyy'), '30');
INSERT INTO MECZE VALUES ('480', '30', '27', '1', '4', to_date('15.12.2013', 'dd/mm/yyyy'), '30');

select NAZWA_LIGI display_value, ID_LIGI return_value 
from LIGI
order by 1
